Pregunta;Opción 1;Opción 2;Opción 3;Opción 4;Respuesta Correcta;Referencia
¿Qué es una subconsulta correlacionada en SQL?;Una subconsulta que depende de una columna de la consulta externa;Una subconsulta que no está relacionada con la consulta externa;Una subconsulta que siempre devuelve un único valor;Una subconsulta que se ejecuta antes de la consulta externa;0;https://en.wikipedia.org/wiki/Subquery
¿Qué es una cláusula CTE (Common Table Expression) en SQL?;Una consulta temporal con nombre que se define dentro de una consulta;Una consulta que siempre devuelve un único valor;Una consulta que no está relacionada con la consulta externa;Una consulta que se ejecuta antes de la consulta externa;0;https://en.wikipedia.org/wiki/Common_table_expression
¿Qué es una ventana (window) en SQL?;Un marco lógico sobre un conjunto de filas devueltas por una consulta;Un conjunto de filas que se almacenan temporalmente en la base de datos;Un conjunto de operaciones que manipulan tablas para obtener resultados específicos;Un conjunto de datos que se almacenan en una sola fila;0;https://en.wikipedia.org/wiki/Window_function
¿Qué es una función de ventana (window function) en SQL?;Una función que se aplica a un conjunto de filas relacionadas con una ventana;Una función que calcula el promedio de los valores en una columna;Una función que agrupa filas basadas en una condición especificada;Una función que cuenta el número de filas en un conjunto de resultados;0;https://en.wikipedia.org/wiki/Window_function
¿Qué es la cláusula OVER en una función de ventana (window function) en SQL?;Define la ventana sobre la cual se aplica la función de ventana;Define la condición para filtrar filas en una consulta;Define la agrupación de filas en una consulta;Define el orden de las filas en una consulta;0;https://en.wikipedia.org/wiki/Window_function
¿Qué es una tabla derivada (derived table) en SQL?;Una subconsulta que se trata como una tabla dentro de una consulta externa;Una tabla que contiene valores únicos en una columna específica;Una tabla que almacena datos en archivos de texto plano;Una tabla que almacena documentos JSON;0;https://en.wikipedia.org/wiki/Derived_table
¿Qué es una tabla temporal en SQL?;Una tabla que existe temporalmente para la duración de una sesión o transacción;Una tabla que contiene valores únicos en una columna específica;Una tabla que almacena datos en archivos de texto plano;Una tabla que almacena documentos JSON;0;https://en.wikipedia.org/wiki/Temporary_table
¿Qué es una tabla pivote (pivot table) en SQL?;Una tabla que rota (pivot) los datos de filas a columnas;Una tabla que contiene valores únicos en una columna específica;Una tabla que almacena datos en archivos de texto plano;Una tabla que almacena documentos JSON;0;https://en.wikipedia.org/wiki/Pivot_table
¿Qué es una tabla unpivote (unpivot table) en SQL?;Una tabla que convierte columnas en filas;Una tabla que contiene valores únicos en una columna específica;Una tabla que almacena datos en archivos de texto plano;Una tabla que almacena documentos JSON;0;https://en.wikipedia.org/wiki/Unpivot
¿Qué es una transacción anidada en SQL?;Una transacción dentro de otra transacción;Una transacción que solo se realiza con documentos JSON;Una transacción que se realiza en una sola tabla;Una transacción que se realiza en múltiples tablas;0;https://en.wikipedia.org/wiki/Nested_transaction
¿Qué es un procedimiento almacenado (stored procedure) en SQL?;Un conjunto de instrucciones SQL que se almacenan en el servidor de la base de datos;Un conjunto de tablas relacionadas entre sí;Un conjunto de datos que se almacenan en una sola fila;Un conjunto de datos que se almacenan en múltiples tablas;0;https://en.wikipedia.org/wiki/Stored_procedure
¿Qué es una función definida por el usuario (user-defined function) en SQL?;Una función creada por el usuario para realizar operaciones específicas en la base de datos;Una función que calcula el promedio de los valores en una columna;Una función que agrupa filas basadas en una condición especificada;Una función que cuenta el número de filas en un conjunto de resultados;0;https://en.wikipedia.org/wiki/User-defined_function
¿Qué es la recursión en SQL?;La capacidad de una consulta o procedimiento para llamarse a sí mismo de manera repetida;La capacidad de una consulta para filtrar filas basadas en una condición específica;La capacidad de una consulta para agrupar filas basadas en una condición específica;La capacidad de una consulta para ordenar el resultado basado en una columna específica;0;https://en.wikipedia.org/wiki/Recursion_(computer_science)
¿Qué es la optimización de consultas en SQL?;El proceso de mejorar el rendimiento de las consultas SQL;El proceso de almacenar datos en formato JSON;El proceso de almacenar datos en archivos de texto plano;El proceso de almacenar datos en una sola tabla;0;https://en.wikipedia.org/wiki/Query_optimization
¿Qué es una función de agregación en SQL?;Una función que opera sobre un conjunto de valores para devolver un único valor;Una función que cuenta el número de filas en un conjunto de resultados;Una función que ordena el resultado de una consulta;Una función que agrupa filas basadas en una condición especificada;0;https://en.wikipedia.org/wiki/Aggregate_function
